,epoch,airplane,automobile,bird,cat,deer,dog,frog,horse,ship,truck
0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,1.0,0.9556697942996636,0.9376834792856575,1.1227232092207526,0.7020554924205016,1.0471342749085446,1.1158954435016994,1.1191362371674138,1.0525935549646426,1.0055726406686887,0.9415358735624353
2,2.0,0.9690527872182587,0.9255786286064287,1.203054581836321,0.7214182645722056,1.1653993376701146,1.1696023361437418,1.06147962495476,1.0025670967629887,0.9746896244100561,0.8071577178251238
3,3.0,1.0056096678930817,0.8856742960026811,1.3486363789537017,0.8317644362990151,1.0626799713814699,1.1973298976264453,0.9474264146329843,1.071429772302578,0.8748472251495464,0.7746019397584971
4,4.0,0.9790194937148481,0.8249737389037813,1.2035749767425583,0.9295973674682018,1.0857774511268508,1.25181722451805,0.8812589888573417,1.3110079583612464,0.7622324443101106,0.7707403559970112
5,5.0,0.9588338209283392,0.74629262064241,1.2205023022698442,0.9463550125260615,1.0625402433384925,1.4488389291927815,0.8467604019360666,1.2431674242992452,0.7259040010802058,0.8008052437865532
6,6.0,0.8459966801259654,0.7622049138870574,1.1822981822488063,0.9468260920445153,1.0472421200707398,1.5026949905563212,0.9656635053652979,1.080215065912357,0.8174710059360347,0.8493874438529059
7,7.0,0.8391146587104417,0.6996270156750437,1.070249800143171,1.129632184510669,1.0565322461720899,1.7069225645415145,0.8550392362943576,1.04528761718605,0.834679115591404,0.7629155611752592
8,8.0,0.8136973045486773,0.6451536046006358,1.0974981234540504,1.2516130458906485,1.0014341835878944,1.685619506922879,0.9062257390535469,1.040637135779365,0.7782816176627577,0.7798397384995462
9,9.0,0.7287926184477742,0.5742065745373444,1.0915884604250328,1.5710339014053785,0.9450040540926868,1.556958032713827,0.9167082068503047,1.0658087903997704,0.7479149120272299,0.8019844491006531
10,10.0,0.7382410162569992,0.5369314064278056,1.111949824098346,1.6518817169011804,0.9753246125920191,1.5628562436802242,0.9144934922105665,1.0108737668978087,0.7120658204409388,0.7853821004941122
11,11.0,0.6957064679727587,0.48948105347503307,1.04599914785885,1.6121562214783987,1.1914517850445883,1.810444781954186,0.8367520833984788,0.9139974942759949,0.6113244481629267,0.7926865163787864
12,12.0,0.677609548858316,0.4913720736325423,0.9994161269524505,1.9654882945301693,1.2170330327817265,1.6871082293605202,0.7365456640558953,0.9082060093526774,0.611534416364043,0.7056866041116578
13,13.0,0.6254468476261774,0.49481133105222475,0.9433773394538671,1.7903942114390372,1.162079498703195,1.979245324208899,0.7565482792904699,0.8880840154223568,0.6912256667985419,0.6687874860052295
14,14.0,0.6217575236999274,0.5041076393871649,1.0377915072201755,1.6331646872860879,1.262248815651006,2.0164305575486594,0.7550999944463855,0.8299373229776924,0.6649089961885537,0.674552955594348
15,15.0,0.6320156700445979,0.4960997555259582,1.002361693647054,1.7391276956718005,1.2093208357202625,1.9843990221038328,0.7215590283294632,0.8547544102601962,0.6254767683023883,0.7348851203944485
16,16.0,0.6600293869278938,0.4941482007670981,0.9041401302137454,1.9281361957808,1.1469761914498737,1.9765928030683924,0.7148583131836624,0.9105823680197299,0.5962048760020434,0.6683315345867609
17,17.0,0.6391286623134009,0.5211598964557785,0.9301127204454884,2.041442898256608,1.1944078082455718,1.8594783284146645,0.7682427650950807,0.8488697710723627,0.5924732851170262,0.6046838645840181
18,18.0,0.6331558172289394,0.5085012444004151,0.9499568367974633,1.9954114972171666,1.2593066221730829,1.8868461750777414,0.78479030021541,0.8154307886397149,0.5783715883987188,0.5882291298513476
19,19.0,0.6077159871319824,0.501357569722005,0.975263456606187,2.00543027888802,1.217320786774525,1.8472496230203304,0.8334782827820651,0.8375723486375031,0.5625655419994969,0.6120461244378854
20,20.0,0.638200548931759,0.5074329003427923,1.021832204651716,2.0074826145703915,1.2023732294992682,1.8249320805012699,0.8769522763587215,0.806377966752898,0.5389660457187248,0.5754501326724571
21,21.0,0.6553090710021799,0.49394828046221717,1.01232706912537,1.9161844076122236,1.3500636094962886,1.893822332029716,0.8464972801106989,0.8064218465998843,0.49556919382357995,0.5298569097378395
22,22.0,0.6805471834473082,0.497360505618831,1.010092465987709,1.9449301984135594,1.2512485304055678,1.8394881477248486,0.9023452037701901,0.865664271485497,0.497360505618831,0.5109629875276581
23,23.0,0.6735222313871873,0.5016162045785599,1.0074936630726106,2.0064648183142397,1.222216147307087,1.8145022728174836,0.885029523241854,0.8722019612644076,0.5016162045785599,0.5153369734380093
24,24.0,0.6616342488473718,0.5101614272201388,0.997261386946811,1.988670413933876,1.2017245259262388,1.8966764265722833,0.8684525146592992,0.8790246223499958,0.49886085022361026,0.49753358332037556
25,25.0,0.668597125112478,0.5020481164717444,0.9908683442731127,1.998883510744458,1.2329706191323042,1.8361516196999468,0.8563521434781538,0.9146867657155716,0.4997208776861145,0.4997208776861145
26,26.0,0.6421427672052805,0.493829378563512,1.0209722696359702,1.934633230844074,1.204850362591672,1.975317514254048,0.8235387944952032,0.8966007406551525,0.493829378563512,0.5142855631915747
27,27.0,0.6366504363396361,0.49798093339508026,1.0846587923151498,1.991923733580321,1.1834873489654583,1.8547301870179034,0.8415292222314776,0.913077479364814,0.49798093339508026,0.49798093339508026
28,28.0,0.6280146791904989,0.4981707913131014,1.0785399859917322,1.9844537222933811,1.1799927114486264,1.8917116138690826,0.8300314077208065,0.9081082056344848,0.5028060912251829,0.4981707913131014
29,29.0,0.6263034574057795,0.5003532964755526,1.1002965461715832,1.9849925134490574,1.1759539974549256,1.8901449216120447,0.8208455847766846,0.9010268071982683,0.5007345199967774,0.499348355459326
30,30.0,0.6333136150313106,0.5002566803308995,1.0907990083205967,2.001026721323598,1.1705930056666207,1.8832221817169186,0.8234194592344284,0.8961123017008644,0.5010003463438629,0.5002566803308995
31,31.0,0.6251488714743193,0.4986730521737422,1.1561951105366914,1.9946922086949688,1.1621067675122059,1.8617339973472296,0.8236039867096115,0.8804999012037482,0.4986730521737422,0.4986730521737422
32,32.0,0.6282867357574382,0.49953022864735447,1.1542391344940965,1.9981209145894179,1.1502063589972784,1.848020640421291,0.8132159113175607,0.9093196184808526,0.49953022864735447,0.49953022864735447
33,33.0,0.6503566247686726,0.5006425293439797,1.139130881440993,1.9949215206240931,1.1277963397891992,1.8870964166312405,0.802571434442861,0.9000234926469143,0.4987303801560233,0.4987303801560233
34,34.0,0.6509719249662658,0.5013668062862486,1.1394107425650095,1.9938159410343432,1.127622277115847,1.8854848630800836,0.802126651734337,0.8992548853606532,0.4999729539286064,0.4999729539286064
35,35.0,0.6523707779619623,0.5012397574267842,1.1393498573628813,1.993510039126921,1.1275620218385343,1.8844416544689264,0.8021640019306951,0.8989371114634201,0.5000784238768288,0.5003463545430455
36,36.0,0.6523923354331435,0.5019585711111021,1.139273573913337,1.993177238981875,1.1272610528684226,1.8846923853087507,0.8019498882333148,0.898787041288096,0.5000449418809612,0.5004629709809972
37,37.0,0.6524255442366687,0.5019339264646883,1.1391037229614323,1.9926808039957122,1.1269802891640026,1.8853538433467318,0.8017501488554601,0.8990125768865408,0.5000203911879499,0.5007387529008114
38,38.0,0.6525466804480935,0.5021275362796324,1.1390873807199005,1.9924529605845138,1.1271895362172268,1.8851382717157297,0.801658476627536,0.8989996791315995,0.5000178336023816,0.5007816446733855
39,39.0,0.6525368862455401,0.502119999747848,1.139070283931476,1.9924230554628442,1.1271726180059103,1.88510997730151,0.8016464443764588,0.8989861858671072,0.5001103408021637,0.5008242082591434
40,40.0,0.6526588881425993,0.5021134461416155,1.139055416931325,1.9923970506110942,1.1271579062925783,1.8850853730863772,0.801635981389251,0.8989744524140012,0.5001038134257435,0.5008176715654162
41,41.0,0.6526556193644869,0.5021109313556033,1.1390497120838414,1.9923870718856243,1.1271522610326115,1.885075931820933,0.8016319664739596,0.8989699499885121,0.5001013087047798,0.5008652472896502
42,42.0,0.6526523502922277,0.5021084163432935,1.139044006722997,1.992377092262201,1.1271466152646459,1.8850664897058995,0.8016279511973788,0.8989654471578643,0.5000988037584244,0.5009128272950686
43,43.0,0.652713358628547,0.5021051391784461,1.1390365724023266,1.9923640884009692,1.127139258595956,1.8850541862402854,0.8016227191262626,0.8989595797836747,0.500095539709931,0.5009095579336005
44,44.0,0.652713358628547,0.5021051391784461,1.1390365724023266,1.9923640884009692,1.127139258595956,1.8850541862402854,0.8016227191262626,0.8989595797836747,0.500095539709931,0.5009095579336005
45,45.0,0.652713358628547,0.5021051391784461,1.1390365724023266,1.9923640884009692,1.127139258595956,1.8850541862402854,0.8016227191262626,0.8989595797836747,0.500095539709931,0.5009095579336005
46,46.0,0.652713358628547,0.5021051391784461,1.1390365724023266,1.9923640884009692,1.127139258595956,1.8850541862402854,0.8016227191262626,0.8989595797836747,0.500095539709931,0.5009095579336005
47,47.0,0.652713358628547,0.5021051391784461,1.1390365724023266,1.9923640884009692,1.127139258595956,1.8850541862402854,0.8016227191262626,0.8989595797836747,0.500095539709931,0.5009095579336005
48,48.0,0.652713358628547,0.5021051391784461,1.1390365724023266,1.9923640884009692,1.127139258595956,1.8850541862402854,0.8016227191262626,0.8989595797836747,0.500095539709931,0.5009095579336005
49,49.0,0.652713358628547,0.5021051391784461,1.1390365724023266,1.9923640884009692,1.127139258595956,1.8850541862402854,0.8016227191262626,0.8989595797836747,0.500095539709931,0.5009095579336005
50,50.0,0.652713358628547,0.5021051391784461,1.1390365724023266,1.9923640884009692,1.127139258595956,1.8850541862402854,0.8016227191262626,0.8989595797836747,0.500095539709931,0.5009095579336005
51,51.0,0.6527100889778459,0.5021026239726537,1.1390308666025626,1.992354108009803,1.1271336123936555,1.8850447433988602,0.8016187035407825,0.8989550766066192,0.5000930345708674,0.5009571419263488
52,52.0,0.652710088977846,0.5021026239726538,1.1390308666025628,1.9923541080098035,1.1271336123936557,1.8850447433988606,0.8016187035407827,0.8989550766066194,0.5000930345708675,0.5009571419263489
53,53.0,0.652710088977846,0.5021026239726538,1.1390308666025628,1.9923541080098035,1.1271336123936557,1.8850447433988606,0.8016187035407827,0.8989550766066194,0.5000930345708675,0.5009571419263489
54,54.0,0.652710088977846,0.5021026239726538,1.1390308666025628,1.9923541080098035,1.1271336123936557,1.8850447433988606,0.8016187035407827,0.8989550766066194,0.5000930345708675,0.5009571419263489
55,55.0,0.652710088977846,0.5021026239726538,1.1390308666025628,1.9923541080098035,1.1271336123936557,1.8850447433988606,0.8016187035407827,0.8989550766066194,0.5000930345708675,0.5009571419263489
56,56.0,0.652710088977846,0.5021026239726538,1.1390308666025628,1.9923541080098035,1.1271336123936557,1.8850447433988606,0.8016187035407827,0.8989550766066194,0.5000930345708675,0.5009571419263489
57,57.0,0.652710088977846,0.5021026239726538,1.1390308666025628,1.9923541080098035,1.1271336123936557,1.8850447433988606,0.8016187035407827,0.8989550766066194,0.5000930345708675,0.5009571419263489
58,58.0,0.652710088977846,0.5021026239726538,1.1390308666025628,1.9923541080098035,1.1271336123936557,1.8850447433988606,0.8016187035407827,0.8989550766066194,0.5000930345708675,0.5009571419263489
59,59.0,0.652710088977846,0.5021026239726538,1.1390308666025628,1.9923541080098035,1.1271336123936557,1.8850447433988606,0.8016187035407827,0.8989550766066194,0.5000930345708675,0.5009571419263489
60,60.0,0.652710088977846,0.5021026239726538,1.1390308666025628,1.9923541080098035,1.1271336123936557,1.8850447433988606,0.8016187035407827,0.8989550766066194,0.5000930345708675,0.5009571419263489
61,61.0,0.652710088977846,0.5021026239726538,1.1390308666025628,1.9923541080098035,1.1271336123936557,1.8850447433988606,0.8016187035407827,0.8989550766066194,0.5000930345708675,0.5009571419263489
62,62.0,0.652710088977846,0.5021026239726538,1.1390308666025628,1.9923541080098035,1.1271336123936557,1.8850447433988606,0.8016187035407827,0.8989550766066194,0.5000930345708675,0.5009571419263489
63,63.0,0.652710088977846,0.5021026239726538,1.1390308666025628,1.9923541080098035,1.1271336123936557,1.8850447433988606,0.8016187035407827,0.8989550766066194,0.5000930345708675,0.5009571419263489
64,64.0,0.652710088977846,0.5021026239726538,1.1390308666025628,1.9923541080098035,1.1271336123936557,1.8850447433988606,0.8016187035407827,0.8989550766066194,0.5000930345708675,0.5009571419263489
65,65.0,0.652710088977846,0.5021026239726538,1.1390308666025628,1.9923541080098035,1.1271336123936557,1.8850447433988606,0.8016187035407827,0.8989550766066194,0.5000930345708675,0.5009571419263489
66,66.0,0.652710088977846,0.5021026239726538,1.1390308666025628,1.9923541080098035,1.1271336123936557,1.8850447433988606,0.8016187035407827,0.8989550766066194,0.5000930345708675,0.5009571419263489
67,67.0,0.652710088977846,0.5021026239726538,1.1390308666025628,1.9923541080098035,1.1271336123936557,1.8850447433988606,0.8016187035407827,0.8989550766066194,0.5000930345708675,0.5009571419263489
68,68.0,0.652710088977846,0.5021026239726538,1.1390308666025628,1.9923541080098035,1.1271336123936557,1.8850447433988606,0.8016187035407827,0.8989550766066194,0.5000930345708675,0.5009571419263489
69,69.0,0.652710088977846,0.5021026239726538,1.1390308666025628,1.9923541080098035,1.1271336123936557,1.8850447433988606,0.8016187035407827,0.8989550766066194,0.5000930345708675,0.5009571419263489
70,70.0,0.652710088977846,0.5021026239726538,1.1390308666025628,1.9923541080098035,1.1271336123936557,1.8850447433988606,0.8016187035407827,0.8989550766066194,0.5000930345708675,0.5009571419263489
71,71.0,0.652710088977846,0.5021026239726538,1.1390308666025628,1.9923541080098035,1.1271336123936557,1.8850447433988606,0.8016187035407827,0.8989550766066194,0.5000930345708675,0.5009571419263489
72,72.0,0.652710088977846,0.5021026239726538,1.1390308666025628,1.9923541080098035,1.1271336123936557,1.8850447433988606,0.8016187035407827,0.8989550766066194,0.5000930345708675,0.5009571419263489
73,73.0,0.652710088977846,0.5021026239726538,1.1390308666025628,1.9923541080098035,1.1271336123936557,1.8850447433988606,0.8016187035407827,0.8989550766066194,0.5000930345708675,0.5009571419263489
74,74.0,0.652710088977846,0.5021026239726538,1.1390308666025628,1.9923541080098035,1.1271336123936557,1.8850447433988606,0.8016187035407827,0.8989550766066194,0.5000930345708675,0.5009571419263489
75,75.0,0.652710088977846,0.5021026239726538,1.1390308666025628,1.9923541080098035,1.1271336123936557,1.8850447433988606,0.8016187035407827,0.8989550766066194,0.5000930345708675,0.5009571419263489
76,76.0,0.652710088977846,0.5021026239726538,1.1390308666025628,1.9923541080098035,1.1271336123936557,1.8850447433988606,0.8016187035407827,0.8989550766066194,0.5000930345708675,0.5009571419263489
77,77.0,0.652710088977846,0.5021026239726538,1.1390308666025628,1.9923541080098035,1.1271336123936557,1.8850447433988606,0.8016187035407827,0.8989550766066194,0.5000930345708675,0.5009571419263489
78,78.0,0.652710088977846,0.5021026239726538,1.1390308666025628,1.9923541080098035,1.1271336123936557,1.8850447433988606,0.8016187035407827,0.8989550766066194,0.5000930345708675,0.5009571419263489
79,79.0,0.652710088977846,0.5021026239726538,1.1390308666025628,1.9923541080098035,1.1271336123936557,1.8850447433988606,0.8016187035407827,0.8989550766066194,0.5000930345708675,0.5009571419263489
80,80.0,0.652710088977846,0.5021026239726538,1.1390308666025628,1.9923541080098035,1.1271336123936557,1.8850447433988606,0.8016187035407827,0.8989550766066194,0.5000930345708675,0.5009571419263489
81,81.0,0.652710088977846,0.5021026239726538,1.1390308666025628,1.9923541080098035,1.1271336123936557,1.8850447433988606,0.8016187035407827,0.8989550766066194,0.5000930345708675,0.5009571419263489
82,82.0,0.652710088977846,0.5021026239726538,1.1390308666025628,1.9923541080098035,1.1271336123936557,1.8850447433988606,0.8016187035407827,0.8989550766066194,0.5000930345708675,0.5009571419263489
83,83.0,0.652710088977846,0.5021026239726538,1.1390308666025628,1.9923541080098035,1.1271336123936557,1.8850447433988606,0.8016187035407827,0.8989550766066194,0.5000930345708675,0.5009571419263489
84,84.0,0.652710088977846,0.5021026239726538,1.1390308666025628,1.9923541080098035,1.1271336123936557,1.8850447433988606,0.8016187035407827,0.8989550766066194,0.5000930345708675,0.5009571419263489
85,85.0,0.652710088977846,0.5021026239726538,1.1390308666025628,1.9923541080098035,1.1271336123936557,1.8850447433988606,0.8016187035407827,0.8989550766066194,0.5000930345708675,0.5009571419263489
86,86.0,0.652710088977846,0.5021026239726538,1.1390308666025628,1.9923541080098035,1.1271336123936557,1.8850447433988606,0.8016187035407827,0.8989550766066194,0.5000930345708675,0.5009571419263489
87,87.0,0.652710088977846,0.5021026239726538,1.1390308666025628,1.9923541080098035,1.1271336123936557,1.8850447433988606,0.8016187035407827,0.8989550766066194,0.5000930345708675,0.5009571419263489
88,88.0,0.652710088977846,0.5021026239726538,1.1390308666025628,1.9923541080098035,1.1271336123936557,1.8850447433988606,0.8016187035407827,0.8989550766066194,0.5000930345708675,0.5009571419263489
89,89.0,0.652710088977846,0.5021026239726538,1.1390308666025628,1.9923541080098035,1.1271336123936557,1.8850447433988606,0.8016187035407827,0.8989550766066194,0.5000930345708675,0.5009571419263489
90,90.0,0.652710088977846,0.5021026239726538,1.1390308666025628,1.9923541080098035,1.1271336123936557,1.8850447433988606,0.8016187035407827,0.8989550766066194,0.5000930345708675,0.5009571419263489
91,91.0,0.652710088977846,0.5021026239726538,1.1390308666025628,1.9923541080098035,1.1271336123936557,1.8850447433988606,0.8016187035407827,0.8989550766066194,0.5000930345708675,0.5009571419263489
92,92.0,0.652710088977846,0.5021026239726538,1.1390308666025628,1.9923541080098035,1.1271336123936557,1.8850447433988606,0.8016187035407827,0.8989550766066194,0.5000930345708675,0.5009571419263489
93,93.0,0.652710088977846,0.5021026239726538,1.1390308666025628,1.9923541080098035,1.1271336123936557,1.8850447433988606,0.8016187035407827,0.8989550766066194,0.5000930345708675,0.5009571419263489
94,94.0,0.652710088977846,0.5021026239726538,1.1390308666025628,1.9923541080098035,1.1271336123936557,1.8850447433988606,0.8016187035407827,0.8989550766066194,0.5000930345708675,0.5009571419263489
95,95.0,0.652710088977846,0.5021026239726538,1.1390308666025628,1.9923541080098035,1.1271336123936557,1.8850447433988606,0.8016187035407827,0.8989550766066194,0.5000930345708675,0.5009571419263489
96,96.0,0.652710088977846,0.5021026239726538,1.1390308666025628,1.9923541080098035,1.1271336123936557,1.8850447433988606,0.8016187035407827,0.8989550766066194,0.5000930345708675,0.5009571419263489
97,97.0,0.652710088977846,0.5021026239726538,1.1390308666025628,1.9923541080098035,1.1271336123936557,1.8850447433988606,0.8016187035407827,0.8989550766066194,0.5000930345708675,0.5009571419263489
98,98.0,0.652710088977846,0.5021026239726538,1.1390308666025628,1.9923541080098035,1.1271336123936557,1.8850447433988606,0.8016187035407827,0.8989550766066194,0.5000930345708675,0.5009571419263489
99,99.0,0.652710088977846,0.5021026239726538,1.1390308666025628,1.9923541080098035,1.1271336123936557,1.8850447433988606,0.8016187035407827,0.8989550766066194,0.5000930345708675,0.5009571419263489
